id,segment_id,city,state,latitude,longitude,road_type,pothole_count,crack_type,crack_count,weather,traffic_level,speed_limit_kmph,avg_vehicle_speed_kmph,rainfall_mm,visibility,surface_age_months,accident_history_count,accident_risk,immediate_action,maintenance_priority,authority_responsible,response_time_hours,repair_status,date_reported
3655,SEG-3203,Bengaluru,Karnataka,26.93979,79.10486,Highway,5,Edge Crack,21,Hot,Low,81,89,134.66,Clear,31,14,High,Resurface Road,High,Municipality,7,Not Repaired,2025-04-24
3656,SEG-3870,Madurai,Tamil Nadu,12.56018,90.09379,City Road,16,Transverse Crack,33,Dry,Heavy,78,71,105.47,Foggy,57,10,Critical,Immediate Barricade,Urgent,Highways Dept,46,Repaired,2025-05-10
3657,SEG-8642,Thiruvananthapuram,Kerala,26.17923,96.68854,City Road,20,Edge Crack,30,Hot,Moderate,30,57,96.33,Foggy,25,14,Critical,Immediate Barricade,Urgent,Panchayat,60,Not Repaired,2025-05-25
3658,SEG-6640,Delhi,Delhi,17.02594,73.28285,Highway,14,Alligator Crack,1,Rainy,Low,39,20,15.58,Clear,44,2,Medium,Fill Pothole,Medium,Municipality,48,Temporary Repair,2025-01-18
3659,SEG-4998,Nagpur,Maharashtra,21.04446,76.47373,Village Road,3,Transverse Crack,37,Hot,Moderate,93,89,10.22,Foggy,28,9,High,Resurface Road,High,Highways Dept,30,Temporary Repair,2025-02-10
3660,SEG-9881,Delhi,Delhi,21.6147,78.31178,City Road,23,Transverse Crack,31,Hot,Heavy,53,81,130.53,Poor,31,3,Critical,Immediate Barricade,Urgent,Municipality,19,Repaired,2025-01-28
3661,SEG-9862,Hyderabad,Telangana,26.22791,95.89922,Village Road,15,Longitudinal Crack,6,Rainy,Heavy,57,79,181.75,Clear,30,9,High,Resurface Road,High,Municipality,16,Repaired,2025-11-26
3662,SEG-9609,Warangal,Telangana,15.38849,89.17832,Highway,19,Longitudinal Crack,32,Rainy,Low,81,32,109.09,Foggy,60,9,Critical,Immediate Barricade,Urgent,Panchayat,61,Temporary Repair,2025-01-07
3663,SEG-5939,Coimbatore,Tamil Nadu,22.4269,93.03353,Village Road,21,Longitudinal Crack,22,Rainy,Low,63,74,73.22,Clear,9,10,Critical,Immediate Barricade,Urgent,Panchayat,66,Repaired,2025-12-13
3664,SEG-5728,Bhopal,Madhya Pradesh,21.04886,77.94696,Village Road,25,Transverse Crack,17,Humid,Heavy,79,79,186.77,Clear,55,5,High,Resurface Road,High,Highways Dept,20,Temporary Repair,2025-02-19
3665,SEG-8473,Surat,Gujarat,11.33527,87.65735,City Road,3,Longitudinal Crack,35,Dry,Moderate,43,40,100.39,Clear,10,12,Critical,Immediate Barricade,Urgent,Highways Dept,17,Not Repaired,2025-01-28
3666,SEG-1011,Delhi,Delhi,16.67432,74.78093,City Road,16,Transverse Crack,1,Dry,Low,93,90,98.12,Foggy,2,2,Medium,Fill Pothole,Medium,Panchayat,62,Not Repaired,2025-02-07
3667,SEG-2461,Udaipur,Rajasthan,16.73768,76.39272,City Road,18,Longitudinal Crack,34,Rainy,Low,46,84,159.64,Clear,56,0,Critical,Immediate Barricade,Urgent,Municipality,27,Not Repaired,2025-05-26
3668,SEG-3686,Nagpur,Maharashtra,21.06179,91.59122,Highway,13,Edge Crack,27,Rainy,Moderate,46,49,142.44,Clear,39,12,Critical,Immediate Barricade,Urgent,Highways Dept,37,Not Repaired,2025-10-04
3669,SEG-9003,Surat,Gujarat,27.52399,70.78681,Village Road,1,Edge Crack,30,Humid,Moderate,93,41,67.13,Clear,1,5,High,Resurface Road,High,Highways Dept,6,Temporary Repair,2025-06-01
3670,SEG-5849,Nagpur,Maharashtra,8.52122,96.30816,Village Road,7,Edge Crack,24,Humid,Low,78,57,51.06,Foggy,20,10,High,Resurface Road,High,Highways Dept,21,Not Repaired,2025-08-15
3671,SEG-7342,Coimbatore,Tamil Nadu,23.44484,76.57831,Highway,24,Edge Crack,38,Hot,Low,33,26,83.61,Poor,46,9,Critical,Immediate Barricade,Urgent,Panchayat,29,Temporary Repair,2025-06-03
3672,SEG-4207,Bengaluru,Karnataka,27.82579,95.66162,City Road,11,Longitudinal Crack,20,Humid,Moderate,40,68,181.76,Poor,43,0,High,Resurface Road,High,Municipality,70,Not Repaired,2025-05-24
3673,SEG-3684,Jaipur,Rajasthan,12.16189,84.89933,Village Road,5,Transverse Crack,28,Rainy,Low,70,86,150.36,Poor,38,12,High,Resurface Road,High,Highways Dept,44,Repaired,2025-02-08
3674,SEG-6822,Nagpur,Maharashtra,25.53157,96.29109,Village Road,6,Alligator Crack,2,Dry,Moderate,53,22,67.62,Poor,50,15,Medium,Fill Pothole,Medium,Panchayat,25,Temporary Repair,2025-02-18
3675,SEG-6410,Thiruvananthapuram,Kerala,19.62503,73.22106,Highway,8,Longitudinal Crack,32,Hot,Moderate,84,52,169.86,Poor,59,12,Critical,Immediate Barricade,Urgent,Panchayat,15,Not Repaired,2025-12-21
3676,SEG-2148,Surat,Gujarat,23.45837,71.62412,Village Road,5,Transverse Crack,21,Humid,Heavy,92,83,31.29,Clear,20,1,Medium,Fill Pothole,Medium,Panchayat,48,Not Repaired,2025-09-22
3677,SEG-5932,Delhi,Delhi,21.32438,74.16486,City Road,8,Transverse Crack,30,Dry,Heavy,68,26,100.1,Poor,45,7,High,Resurface Road,High,Panchayat,10,Not Repaired,2025-04-21
3678,SEG-4110,Coimbatore,Tamil Nadu,15.09789,88.56159,City Road,2,Longitudinal Crack,14,Rainy,Low,33,82,92.02,Foggy,28,11,Medium,Fill Pothole,Medium,Highways Dept,21,Repaired,2025-12-04
3679,SEG-7326,Pune,Maharashtra,8.12383,79.61517,City Road,2,Edge Crack,32,Hot,Heavy,97,49,176.09,Foggy,33,8,High,Resurface Road,High,Highways Dept,21,Not Repaired,2025-01-27
3680,SEG-2021,Hyderabad,Telangana,27.20579,68.96819,Village Road,18,Alligator Crack,20,Rainy,Low,64,47,93.03,Poor,45,4,High,Resurface Road,High,Highways Dept,19,Not Repaired,2025-05-14
3681,SEG-7298,Pune,Maharashtra,12.40482,80.88056,Highway,14,Edge Crack,28,Dry,Moderate,39,72,92.67,Clear,17,8,Critical,Immediate Barricade,Urgent,Highways Dept,71,Temporary Repair,2025-01-03
3682,SEG-7671,Bengaluru,Karnataka,11.65576,85.57025,Village Road,4,Edge Crack,5,Dry,Moderate,74,64,93.76,Poor,45,5,Low,Seal Cracks,Low,Municipality,44,Not Repaired,2025-06-16
3683,SEG-6815,Pune,Maharashtra,17.20408,73.99267,City Road,3,Longitudinal Crack,39,Humid,Moderate,56,86,37.21,Poor,3,12,Critical,Immediate Barricade,Urgent,Municipality,31,Not Repaired,2025-11-27
3684,SEG-2364,Chennai,Tamil Nadu,14.18203,79.16227,City Road,9,Transverse Crack,7,Hot,Low,31,83,32.45,Poor,6,11,Medium,Fill Pothole,Medium,Highways Dept,58,Repaired,2025-01-19
3685,SEG-7816,Hyderabad,Telangana,24.02102,89.28416,Village Road,5,Transverse Crack,21,Hot,Heavy,66,36,31.94,Poor,6,0,Medium,Fill Pothole,Medium,Highways Dept,13,Repaired,2025-06-06
3686,SEG-1174,Bengaluru,Karnataka,12.01364,76.24763,City Road,8,Edge Crack,31,Dry,Moderate,39,35,134.41,Foggy,16,9,High,Resurface Road,High,Panchayat,32,Repaired,2025-12-03
3687,SEG-7755,Kochi,Kerala,21.56146,77.33333,Village Road,23,Alligator Crack,13,Humid,Moderate,36,83,72.73,Poor,26,11,High,Resurface Road,High,Highways Dept,70,Not Repaired,2025-10-09
3688,SEG-1746,Warangal,Telangana,15.56573,88.9399,City Road,6,Transverse Crack,24,Humid,Low,81,58,130.97,Foggy,9,8,High,Resurface Road,High,Municipality,72,Repaired,2025-05-06
3689,SEG-5751,Nagpur,Maharashtra,16.84348,91.26222,Village Road,4,Transverse Crack,28,Humid,Heavy,45,87,156.19,Clear,44,4,High,Resurface Road,High,Municipality,23,Temporary Repair,2025-02-20
3690,SEG-9215,Pune,Maharashtra,17.5993,93.73742,City Road,23,Transverse Crack,20,Humid,Heavy,98,33,166.6,Poor,59,13,Critical,Immediate Barricade,Urgent,Panchayat,71,Repaired,2025-07-08
3691,SEG-6281,Coimbatore,Tamil Nadu,11.42598,84.96857,Village Road,25,Edge Crack,12,Dry,Moderate,62,80,19.05,Poor,24,8,High,Resurface Road,High,Highways Dept,57,Repaired,2025-12-26
3692,SEG-1083,Nagpur,Maharashtra,18.66303,71.67173,Village Road,2,Longitudinal Crack,15,Humid,Low,33,37,135.36,Foggy,44,3,Medium,Fill Pothole,Medium,Municipality,45,Not Repaired,2025-10-09
3693,SEG-4109,Bengaluru,Karnataka,24.14247,71.16558,Village Road,7,Edge Crack,34,Rainy,Low,79,76,106.14,Clear,35,8,High,Resurface Road,High,Highways Dept,18,Repaired,2025-04-13
3694,SEG-1773,Coimbatore,Tamil Nadu,16.76006,71.23653,Highway,16,Edge Crack,20,Rainy,Heavy,50,63,68.6,Clear,4,4,High,Resurface Road,High,Highways Dept,60,Temporary Repair,2025-12-14
3695,SEG-6317,Surat,Gujarat,10.96236,95.25429,City Road,13,Alligator Crack,10,Rainy,Moderate,99,80,22.1,Poor,49,4,Medium,Fill Pothole,Medium,Municipality,9,Not Repaired,2025-04-17
3696,SEG-8087,Nagpur,Maharashtra,14.95948,79.76685,Highway,16,Transverse Crack,4,Dry,Low,65,42,68.97,Clear,21,9,Medium,Fill Pothole,Medium,Panchayat,27,Not Repaired,2025-10-01
3697,SEG-5399,Ahmedabad,Gujarat,12.27959,84.18396,Highway,16,Alligator Crack,40,Dry,Heavy,93,71,65.55,Foggy,24,3,Critical,Immediate Barricade,Urgent,Highways Dept,37,Repaired,2025-03-01
3698,SEG-7661,Mumbai,Maharashtra,24.85886,94.77868,Highway,12,Alligator Crack,4,Rainy,Low,77,48,114.51,Foggy,36,9,Medium,Fill Pothole,Medium,Municipality,48,Repaired,2025-03-01
3699,SEG-7302,Coimbatore,Tamil Nadu,12.24552,69.3027,Highway,13,Alligator Crack,8,Dry,Moderate,46,61,46.97,Foggy,44,3,Medium,Fill Pothole,Medium,Municipality,71,Repaired,2025-06-02
3700,SEG-9281,Bengaluru,Karnataka,16.39723,84.19102,Village Road,14,Transverse Crack,26,Hot,Heavy,55,70,173.22,Poor,9,6,High,Resurface Road,High,Panchayat,38,Repaired,2025-05-04
3701,SEG-5622,Bhopal,Madhya Pradesh,22.01716,68.87063,City Road,3,Longitudinal Crack,15,Hot,Low,82,65,159.25,Foggy,7,3,Medium,Fill Pothole,Medium,Highways Dept,56,Repaired,2025-02-06
3702,SEG-9591,Jaipur,Rajasthan,8.56458,74.87475,Highway,5,Alligator Crack,4,Hot,Moderate,81,90,103.34,Poor,34,13,Medium,Fill Pothole,Medium,Municipality,31,Not Repaired,2025-01-17
3703,SEG-8926,Indore,Madhya Pradesh,18.83583,79.9069,City Road,9,Edge Crack,3,Humid,Moderate,82,88,62.29,Foggy,18,3,Medium,Fill Pothole,Medium,Municipality,65,Temporary Repair,2025-03-22
3704,SEG-4921,Thiruvananthapuram,Kerala,18.44175,80.26491,Village Road,10,Edge Crack,13,Humid,Moderate,84,88,4.46,Foggy,1,15,High,Resurface Road,High,Panchayat,55,Temporary Repair,2025-08-05
3705,SEG-5822,Bhopal,Madhya Pradesh,8.15033,91.52939,Highway,7,Longitudinal Crack,36,Hot,Heavy,98,90,151.44,Clear,37,10,Critical,Immediate Barricade,Urgent,Panchayat,41,Temporary Repair,2025-09-19
3706,SEG-6375,Indore,Madhya Pradesh,8.33002,94.0092,Village Road,6,Transverse Crack,16,Humid,Moderate,43,73,72.83,Poor,30,9,High,Resurface Road,High,Municipality,31,Repaired,2025-04-03
3707,SEG-5961,Surat,Gujarat,25.67737,85.94126,Highway,2,Transverse Crack,20,Hot,Low,72,76,153.27,Foggy,11,11,High,Resurface Road,High,Municipality,54,Repaired,2025-03-13
3708,SEG-3081,Chennai,Tamil Nadu,16.34933,76.87423,Village Road,3,Edge Crack,34,Dry,Moderate,47,72,178.46,Poor,15,7,High,Resurface Road,High,Panchayat,49,Repaired,2025-10-04
3709,SEG-2237,Delhi,Delhi,24.84857,76.59027,Village Road,12,Alligator Crack,20,Humid,Moderate,56,46,15.48,Poor,1,10,High,Resurface Road,High,Highways Dept,26,Temporary Repair,2025-10-01
3710,SEG-9613,Kochi,Kerala,24.32764,86.201,City Road,17,Transverse Crack,8,Hot,Moderate,43,22,175.01,Foggy,8,0,Medium,Fill Pothole,Medium,Municipality,19,Repaired,2025-09-05
3711,SEG-6503,Pune,Maharashtra,25.10626,87.77702,City Road,18,Longitudinal Crack,3,Dry,Moderate,75,47,27.66,Clear,40,7,Medium,Fill Pothole,Medium,Panchayat,11,Temporary Repair,2025-09-19
3712,SEG-3881,Udaipur,Rajasthan,8.77388,74.2714,Village Road,21,Alligator Crack,38,Dry,Low,83,59,57.49,Foggy,25,14,Critical,Immediate Barricade,Urgent,Highways Dept,38,Repaired,2025-09-07
3713,SEG-1306,Delhi,Delhi,23.6602,78.6284,Village Road,2,Edge Crack,38,Rainy,Moderate,65,31,20.9,Foggy,47,4,High,Resurface Road,High,Municipality,67,Repaired,2025-03-24
3714,SEG-6678,Pune,Maharashtra,19.20242,89.38016,Highway,17,Alligator Crack,11,Humid,Heavy,84,29,113.64,Poor,38,11,High,Resurface Road,High,Panchayat,26,Repaired,2025-12-25
3715,SEG-6993,Warangal,Telangana,27.64488,74.32295,City Road,24,Alligator Crack,3,Dry,Moderate,89,29,79.75,Poor,47,4,High,Resurface Road,High,Municipality,6,Not Repaired,2025-10-27
3716,SEG-4493,Chennai,Tamil Nadu,21.78945,88.86455,Village Road,3,Longitudinal Crack,29,Humid,Low,64,75,177.29,Clear,32,0,High,Resurface Road,High,Panchayat,3,Repaired,2025-03-22
3717,SEG-5118,Pune,Maharashtra,13.64851,71.70034,Village Road,24,Longitudinal Crack,22,Rainy,Moderate,83,63,119.58,Clear,59,11,Critical,Immediate Barricade,Urgent,Municipality,39,Not Repaired,2025-09-23
3718,SEG-2413,Bhopal,Madhya Pradesh,24.05691,96.80888,Highway,4,Longitudinal Crack,2,Hot,Heavy,50,31,165.06,Clear,15,0,Low,Seal Cracks,Low,Highways Dept,70,Temporary Repair,2025-11-18
3719,SEG-9061,Hyderabad,Telangana,27.01359,78.27411,Village Road,24,Edge Crack,9,Humid,Moderate,55,62,152.63,Poor,11,1,High,Resurface Road,High,Municipality,18,Repaired,2025-02-06
3720,SEG-7053,Noida,Uttar Pradesh,13.70708,95.45711,City Road,6,Edge Crack,21,Hot,Low,97,73,114.75,Foggy,27,4,High,Resurface Road,High,Panchayat,43,Temporary Repair,2025-05-12
3721,SEG-6111,Mumbai,Maharashtra,17.4325,70.42418,Highway,15,Alligator Crack,32,Dry,Moderate,62,73,118.08,Foggy,25,7,Critical,Immediate Barricade,Urgent,Panchayat,69,Not Repaired,2025-04-04
3722,SEG-4375,Coimbatore,Tamil Nadu,18.27015,75.99119,City Road,9,Edge Crack,17,Rainy,Moderate,55,30,124.97,Clear,3,3,Medium,Fill Pothole,Medium,Panchayat,67,Not Repaired,2025-04-05
3723,SEG-1243,Noida,Uttar Pradesh,26.16662,95.72049,City Road,24,Transverse Crack,9,Rainy,Moderate,55,21,164.9,Foggy,17,1,High,Resurface Road,High,Municipality,9,Repaired,2025-01-20
3724,SEG-3654,Mysuru,Karnataka,21.61106,83.61924,Highway,25,Edge Crack,9,Humid,Moderate,56,79,160.67,Poor,34,15,High,Resurface Road,High,Municipality,45,Not Repaired,2025-02-19
3725,SEG-3592,Delhi,Delhi,21.40838,88.60086,City Road,17,Longitudinal Crack,5,Humid,Low,61,61,9.81,Foggy,12,4,Medium,Fill Pothole,Medium,Panchayat,49,Repaired,2025-03-25
3726,SEG-3023,Indore,Madhya Pradesh,13.2549,86.76807,Highway,15,Longitudinal Crack,21,Humid,Low,76,69,147.74,Poor,48,12,High,Resurface Road,High,Highways Dept,19,Temporary Repair,2025-12-25
3727,SEG-9717,Jaipur,Rajasthan,20.36146,89.23355,Village Road,17,Transverse Crack,13,Rainy,Heavy,75,51,99.4,Poor,16,5,High,Resurface Road,High,Municipality,47,Repaired,2025-01-26
3728,SEG-5838,Bengaluru,Karnataka,8.21409,84.12223,Village Road,23,Longitudinal Crack,17,Dry,Heavy,87,37,47.92,Clear,33,12,Critical,Immediate Barricade,Urgent,Panchayat,40,Not Repaired,2025-01-27
3729,SEG-4837,Bengaluru,Karnataka,9.92597,92.10542,City Road,0,Transverse Crack,6,Rainy,Moderate,96,38,107.18,Foggy,51,8,Low,Seal Cracks,Low,Municipality,16,Not Repaired,2025-04-24
3730,SEG-9721,Chennai,Tamil Nadu,22.33189,81.97453,Highway,8,Alligator Crack,29,Rainy,Low,51,75,154.97,Poor,12,13,Critical,Immediate Barricade,Urgent,Highways Dept,66,Repaired,2025-08-24
3731,SEG-3128,Udaipur,Rajasthan,13.15822,85.45329,Highway,10,Alligator Crack,22,Dry,Heavy,89,28,117.94,Foggy,11,14,High,Resurface Road,High,Highways Dept,63,Not Repaired,2025-01-18
3732,SEG-6576,Hyderabad,Telangana,15.11236,70.66907,City Road,24,Edge Crack,9,Hot,Low,69,51,116.6,Poor,48,15,High,Resurface Road,High,Panchayat,57,Repaired,2025-03-25
3733,SEG-6555,Thiruvananthapuram,Kerala,24.06731,85.12955,Highway,18,Transverse Crack,21,Humid,Low,64,81,100.41,Clear,34,0,High,Resurface Road,High,Municipality,59,Not Repaired,2025-03-23
3734,SEG-4140,Pune,Maharashtra,8.9335,83.3784,Highway,25,Transverse Crack,26,Dry,Moderate,57,82,6.53,Poor,36,13,Critical,Immediate Barricade,Urgent,Highways Dept,27,Not Repaired,2025-01-07
3735,SEG-6990,Pune,Maharashtra,18.34557,71.56756,City Road,7,Edge Crack,4,Rainy,Heavy,92,75,13.93,Clear,15,14,Medium,Fill Pothole,Medium,Municipality,21,Not Repaired,2025-06-03
3736,SEG-7151,Indore,Madhya Pradesh,18.8215,76.7171,Highway,10,Alligator Crack,38,Hot,Heavy,53,67,143.95,Clear,60,6,Critical,Immediate Barricade,Urgent,Panchayat,35,Temporary Repair,2025-11-12
3737,SEG-3634,Thiruvananthapuram,Kerala,9.79228,70.79236,Village Road,8,Longitudinal Crack,38,Rainy,Heavy,51,52,89.31,Clear,3,15,Critical,Immediate Barricade,Urgent,Panchayat,13,Not Repaired,2025-10-25
3738,SEG-6061,Pune,Maharashtra,12.72404,77.04267,Village Road,24,Alligator Crack,3,Rainy,Heavy,69,66,199.18,Clear,47,11,High,Resurface Road,High,Municipality,4,Not Repaired,2025-10-15
3739,SEG-5096,Mysuru,Karnataka,10.52675,85.47704,City Road,5,Alligator Crack,3,Hot,Moderate,99,55,22.18,Clear,14,4,Low,Seal Cracks,Low,Municipality,51,Not Repaired,2025-11-04
3740,SEG-2233,Mysuru,Karnataka,26.88178,94.81628,City Road,10,Transverse Crack,4,Dry,Heavy,38,36,174.75,Poor,38,2,Medium,Fill Pothole,Medium,Panchayat,69,Repaired,2025-05-04
3741,SEG-8620,Mysuru,Karnataka,8.12897,92.62098,Highway,5,Edge Crack,27,Humid,Low,50,44,179.29,Foggy,55,7,High,Resurface Road,High,Municipality,1,Not Repaired,2025-03-16
3742,SEG-3037,Udaipur,Rajasthan,17.56265,81.83911,Highway,1,Edge Crack,21,Hot,Low,95,52,165.74,Foggy,19,10,High,Resurface Road,High,Municipality,35,Repaired,2025-09-28
3743,SEG-4050,Chennai,Tamil Nadu,20.03811,77.13943,Village Road,22,Alligator Crack,1,Humid,Moderate,49,88,76.17,Clear,45,6,Medium,Fill Pothole,Medium,Highways Dept,4,Not Repaired,2025-01-10
3744,SEG-6737,Mumbai,Maharashtra,9.73612,72.31715,Highway,13,Edge Crack,23,Rainy,Heavy,60,74,81.64,Poor,26,9,High,Resurface Road,High,Panchayat,44,Temporary Repair,2025-03-20
3745,SEG-3246,Bengaluru,Karnataka,24.86795,89.02893,Village Road,18,Edge Crack,17,Dry,Heavy,100,25,159.21,Foggy,45,14,High,Resurface Road,High,Panchayat,36,Not Repaired,2025-12-15
3746,SEG-5448,Coimbatore,Tamil Nadu,16.96832,84.33762,Village Road,19,Transverse Crack,32,Dry,Low,32,89,118.75,Poor,3,10,Critical,Immediate Barricade,Urgent,Panchayat,64,Repaired,2025-04-23
3747,SEG-5129,Bengaluru,Karnataka,25.68934,70.72691,Village Road,25,Alligator Crack,17,Humid,Low,41,25,199.17,Poor,27,3,High,Resurface Road,High,Panchayat,3,Temporary Repair,2025-11-16
3748,SEG-7864,Nagpur,Maharashtra,10.30852,78.52628,Village Road,18,Edge Crack,30,Hot,Low,87,46,54.84,Clear,19,1,High,Resurface Road,High,Municipality,34,Not Repaired,2025-12-09
3749,SEG-2541,Mumbai,Maharashtra,16.82855,70.88463,Village Road,22,Alligator Crack,40,Humid,Moderate,52,34,0.65,Foggy,29,10,Critical,Immediate Barricade,Urgent,Municipality,47,Temporary Repair,2025-01-18
3750,SEG-3476,Pune,Maharashtra,14.92932,77.30162,Highway,25,Transverse Crack,10,Rainy,Moderate,69,48,65.43,Clear,42,13,High,Resurface Road,High,Highways Dept,55,Not Repaired,2025-12-25
3751,SEG-4951,Bhopal,Madhya Pradesh,18.10239,74.88302,Village Road,11,Transverse Crack,25,Humid,Heavy,73,70,88.59,Poor,15,6,High,Resurface Road,High,Panchayat,21,Temporary Repair,2025-03-16
3752,SEG-8174,Warangal,Telangana,12.56733,70.72642,Highway,10,Transverse Crack,25,Rainy,Low,100,31,143.55,Clear,33,7,High,Resurface Road,High,Municipality,42,Repaired,2025-11-08
3753,SEG-1263,Bhopal,Madhya Pradesh,14.32939,92.79047,Village Road,20,Edge Crack,36,Rainy,Heavy,62,78,73.79,Clear,28,2,Critical,Immediate Barricade,Urgent,Municipality,46,Temporary Repair,2025-08-16
3754,SEG-5424,Noida,Uttar Pradesh,11.24263,93.51225,City Road,4,Transverse Crack,31,Rainy,Moderate,63,61,71.24,Foggy,36,3,High,Resurface Road,High,Municipality,4,Repaired,2025-11-22
3755,SEG-7046,Indore,Madhya Pradesh,22.49753,75.76469,Village Road,0,Edge Crack,8,Hot,Moderate,52,81,65.03,Foggy,12,15,Medium,Fill Pothole,Medium,Panchayat,55,Temporary Repair,2025-12-22
3756,SEG-8158,Jaipur,Rajasthan,8.97907,85.32797,Village Road,6,Longitudinal Crack,12,Rainy,Heavy,32,78,102.97,Poor,48,12,High,Resurface Road,High,Highways Dept,32,Not Repaired,2025-01-17
3757,SEG-5222,Noida,Uttar Pradesh,27.71925,87.72247,Village Road,5,Alligator Crack,12,Dry,Heavy,44,29,47.99,Poor,29,8,Medium,Fill Pothole,Medium,Highways Dept,4,Not Repaired,2025-08-02
3758,SEG-6225,Surat,Gujarat,27.06708,83.592,Highway,2,Edge Crack,34,Hot,Low,80,38,117.07,Clear,46,12,High,Resurface Road,High,Panchayat,16,Temporary Repair,2025-04-12
3759,SEG-8446,Mysuru,Karnataka,16.72399,85.18389,Highway,0,Longitudinal Crack,30,Hot,Heavy,100,45,68.65,Poor,31,11,High,Resurface Road,High,Panchayat,41,Temporary Repair,2025-10-18
3760,SEG-9307,Mysuru,Karnataka,25.79096,78.07845,Village Road,6,Alligator Crack,32,Dry,Low,63,22,104.34,Clear,9,4,High,Resurface Road,High,Municipality,64,Repaired,2025-07-02
3761,SEG-1943,Noida,Uttar Pradesh,17.38745,75.78304,Highway,13,Alligator Crack,19,Humid,Moderate,47,80,104.03,Foggy,4,9,High,Resurface Road,High,Panchayat,30,Temporary Repair,2025-02-10
3762,SEG-3650,Jaipur,Rajasthan,27.34689,75.6274,Highway,8,Transverse Crack,34,Hot,Low,92,65,44.65,Foggy,32,4,High,Resurface Road,High,Municipality,32,Temporary Repair,2025-01-16
3763,SEG-6689,Pune,Maharashtra,8.64634,85.10131,Highway,1,Edge Crack,14,Dry,Heavy,70,79,33.96,Clear,46,11,Medium,Fill Pothole,Medium,Municipality,26,Repaired,2025-04-22
3764,SEG-6718,Jaipur,Rajasthan,17.63812,73.61155,City Road,12,Transverse Crack,21,Dry,Heavy,39,64,144.73,Clear,5,10,High,Resurface Road,High,Highways Dept,39,Temporary Repair,2025-01-08
3765,SEG-4336,Udaipur,Rajasthan,17.83585,79.62086,Village Road,4,Longitudinal Crack,15,Rainy,Low,88,25,24.04,Foggy,29,14,High,Resurface Road,High,Panchayat,15,Temporary Repair,2025-02-27
3766,SEG-2564,Hyderabad,Telangana,18.9253,74.87773,Highway,20,Longitudinal Crack,5,Humid,Low,31,59,6.56,Clear,6,14,High,Resurface Road,High,Municipality,3,Repaired,2025-07-02
3767,SEG-2070,Jaipur,Rajasthan,20.89677,92.67099,Highway,19,Alligator Crack,6,Dry,Heavy,54,87,59.3,Clear,21,5,High,Resurface Road,High,Highways Dept,72,Temporary Repair,2025-03-12
3768,SEG-3499,Bengaluru,Karnataka,26.80221,68.61025,Highway,9,Transverse Crack,18,Hot,Low,95,66,116.42,Poor,2,1,Medium,Fill Pothole,Medium,Municipality,51,Not Repaired,2025-12-09
3769,SEG-6260,Mumbai,Maharashtra,11.03715,87.19974,Village Road,17,Longitudinal Crack,35,Dry,Low,76,65,109.44,Foggy,35,13,Critical,Immediate Barricade,Urgent,Municipality,69,Temporary Repair,2025-04-21
3770,SEG-7127,Pune,Maharashtra,25.96658,94.78396,City Road,4,Longitudinal Crack,16,Hot,Low,83,57,42.68,Clear,6,12,High,Resurface Road,High,Panchayat,25,Repaired,2025-10-24
3771,SEG-3275,Warangal,Telangana,19.71498,84.76072,Highway,15,Transverse Crack,23,Dry,Low,79,83,1.08,Clear,54,15,Critical,Immediate Barricade,Urgent,Panchayat,59,Temporary Repair,2025-06-07
3772,SEG-4177,Bengaluru,Karnataka,22.70415,80.2076,City Road,17,Edge Crack,3,Rainy,Low,49,51,96.04,Clear,4,0,Medium,Fill Pothole,Medium,Municipality,67,Not Repaired,2025-12-02
3773,SEG-7453,Pune,Maharashtra,9.2017,73.71603,Highway,25,Edge Crack,8,Rainy,Heavy,55,76,133.13,Clear,20,9,High,Resurface Road,High,Highways Dept,44,Temporary Repair,2025-11-12
3774,SEG-7604,Mumbai,Maharashtra,23.93263,69.44225,Village Road,5,Transverse Crack,1,Dry,Low,45,64,93.6,Clear,24,11,Medium,Fill Pothole,Medium,Panchayat,68,Temporary Repair,2025-04-26
3775,SEG-6892,Udaipur,Rajasthan,19.02597,87.39746,City Road,15,Longitudinal Crack,3,Dry,Moderate,76,85,148.41,Poor,4,3,Medium,Fill Pothole,Medium,Municipality,5,Not Repaired,2025-08-23
3776,SEG-3846,Thiruvananthapuram,Kerala,17.69378,87.29629,Village Road,2,Longitudinal Crack,11,Dry,Low,60,52,51.19,Poor,58,11,Medium,Fill Pothole,Medium,Highways Dept,29,Temporary Repair,2025-10-08
3777,SEG-4084,Delhi,Delhi,18.83697,89.07483,Highway,0,Longitudinal Crack,34,Hot,Moderate,83,34,2.75,Poor,41,13,High,Resurface Road,High,Highways Dept,20,Not Repaired,2025-10-28
3778,SEG-3236,Pune,Maharashtra,14.17999,71.2439,Highway,25,Alligator Crack,28,Hot,Low,81,38,55.43,Poor,36,9,Critical,Immediate Barricade,Urgent,Panchayat,35,Not Repaired,2025-06-06
3779,SEG-4113,Thiruvananthapuram,Kerala,16.26884,88.75518,Village Road,2,Longitudinal Crack,8,Humid,Low,33,79,22.59,Foggy,57,3,Low,Seal Cracks,Low,Panchayat,11,Temporary Repair,2025-08-08
3780,SEG-3492,Coimbatore,Tamil Nadu,10.96138,79.24558,City Road,9,Longitudinal Crack,37,Dry,Heavy,63,37,15.35,Poor,8,9,Critical,Immediate Barricade,Urgent,Panchayat,31,Repaired,2025-05-14
